horas_pantalla_diaria,frecuencia_doomscrolling,revisiones_notificaciones_dia,exposicion_recomendaciones_ia,intentos_desintoxicacion,grupo_edad_enc,genero_enc,plataforma_enc,pais_enc,perdida_productividad_pct
12.41,5.47,319,8.7,14,2,1,3,2,48.44
3.54,1.78,290,6.97,11,1,0,1,1,30.09
12.17,7.33,70,20.6,8,0,0,0,1,38.07
3.33,4.89,223,70.09,2,4,0,2,0,16.67
11.81,2.53,292,8.46,9,0,1,3,4,18.9
9.36,3.25,239,26.36,14,0,2,4,4,23.67
11.44,3.39,346,14.04,14,3,2,1,1,55.34
8.48,6.31,121,20.62,2,1,0,3,4,20.17
5.46,1.42,20,99.37,3,2,0,1,0,57.32
1.27,2.02,195,7.86,14,4,2,2,2,57.73
2.01,0.91,140,59.31,5,1,0,3,2,52.31
11.53,5.02,257,59.61,1,3,2,3,3,14.34
7.86,6.77,42,59.29,6,1,1,2,3,24.12
3.08,5.63,152,95.59,14,3,0,1,2,27.8
10.86,1.16,66,25.19,0,2,1,3,0,68.01
6.84,4.44,279,49.22,9,4,1,0,3,27.35
4.78,6.12,218,80.92,8,3,1,3,4,23.05
5.54,0.15,97,72.67,12,2,0,0,0,33.17
6.52,4.91,227,62.77,5,3,1,1,1,33.87
12.04,1.93,154,27.83,1,4,0,3,0,64.99
2.04,4.31,142,27.1,6,1,1,0,1,11.88
9.2,6.57,141,57.21,0,2,2,2,4,5.38
9.67,3.48,341,42.1,2,2,0,1,3,38.79
11.64,5.89,44,68.82,2,0,0,4,3,34.21
4.32,8.02,264,40.33,14,2,2,4,4,48.49
1.78,2.67,151,46.93,6,3,1,3,3,17.12
8.55,0.63,283,91.18,10,2,0,2,0,68.92
6.23,6.28,240,55.74,13,1,1,2,3,2.5
4.09,4.44,58,27.14,10,4,0,3,3,60.77
9.48,8.79,140,58.65,1,0,1,0,0,16.2
9.62,9.66,320,18.56,10,1,2,1,2,17.9
12.52,8.11,168,90.23,12,1,0,4,4,11.55
6.52,0.09,330,35.9,14,0,1,3,0,28.37
4.18,9.52,316,11.33,9,2,1,2,4,15.99
10.91,1.35,43,64.03,0,4,0,4,2,34.75
10.65,3.23,98,98.61,3,4,2,3,3,43.48
13.47,4.07,306,84.78,3,1,1,1,3,63.25
0.82,9.99,244,81.32,7,2,0,0,3,14.88
7.01,7.04,169,7.01,0,0,2,0,1,35.66
2.96,6.93,212,76.64,14,1,1,0,0,25.13
2.69,5.08,271,43.88,8,3,1,4,1,53.3
0.68,8.64,324,36.35,2,4,2,2,4,36.17
2.92,5.79,44,55.54,11,0,1,4,4,50.96
6.07,6.72,34,66.07,14,0,2,0,4,12.91
3.42,8.09,219,99.35,9,4,2,3,1,34.75
8.68,8.16,187,29.74,5,2,0,0,0,48.85
11.15,4.35,135,95.12,13,4,0,0,2,61.66
8.67,7.99,340,14.6,9,0,2,2,0,61.46
11.7,3.98,289,98.87,8,0,1,4,2,66.09
2.06,2.29,255,68.95,8,2,0,2,0,24.55
7.96,0.32,80,38.14,13,1,2,0,3,8.92
7.43,9.21,88,14.39,8,0,1,4,3,54.55
10.32,1.05,136,61.03,5,2,0,0,4,15.36
13.3,7.65,47,29.86,0,1,2,0,3,51.39
5.32,0.81,58,8.43,2,1,2,0,4,60.99
7.3,0.76,93,68.86,7,2,0,2,0,21.95
4.7,9.78,280,44.12,4,1,0,1,4,14.95
2.7,8.16,36,22.52,9,4,1,3,2,68.32
4.67,8.99,237,74.84,0,4,2,1,0,62.67
1.13,4.33,79,78.55,4,4,2,0,0,59.79
10.11,5.12,264,43.15,9,2,1,2,2,44.96
13.03,2.64,344,24.44,11,0,2,1,2,35.78
7.66,8.02,20,58.02,9,4,0,2,0,19.33
3.51,6.86,185,62.96,1,0,1,0,4,56.84
10.22,7.45,43,26.08,12,2,0,0,3,53.23
4.68,0.78,26,42.1,6,2,2,1,3,56.87
11.98,9.27,232,40.94,8,2,1,2,2,1.94
1.54,4.42,57,87.37,10,4,2,2,4,35.29
7.37,9.14,87,94.75,11,0,0,2,3,42.44
7.76,4.76,205,64.22,6,2,2,1,1,49.3
12.57,3.53,152,6.77,9,0,1,4,0,64.34
4.22,1.21,257,12.15,3,1,2,4,1,36.85
4.67,4.78,219,86.14,0,0,2,3,3,42.44
6.07,3.85,151,55.8,2,3,2,2,1,30.26
12.87,1.45,58,64.5,14,0,0,0,4,31.29
3.97,1.9,81,29.84,9,0,1,1,0,37.92
10.24,3.14,136,11.41,3,4,0,4,3,39.14
4.48,1.58,273,31.0,8,4,2,3,1,27.81
9.09,4.52,21,73.15,2,4,1,4,0,0.58
9.88,6.9,109,25.68,12,1,2,3,4,53.77
7.64,5.11,76,48.57,10,3,0,3,1,16.07
5.94,2.16,43,78.11,13,2,1,0,3,54.88
12.72,3.26,259,45.94,7,3,1,3,0,48.39
3.35,3.79,286,36.97,11,1,2,4,3,0.62
5.08,9.1,340,98.87,10,3,2,4,4,43.36
3.77,7.89,289,33.48,10,3,0,0,1,40.81
0.99,7.98,223,83.34,13,3,1,3,3,24.78
7.48,4.73,259,29.54,13,4,2,0,4,14.34
7.64,7.72,72,34.36,9,2,1,2,2,35.65
4.74,2.61,117,86.5,5,2,1,1,1,13.29
6.21,8.93,143,28.9,3,0,0,4,3,40.26
12.25,4.3,38,38.82,5,2,2,4,0,10.53
2.71,2.15,11,13.38,12,3,0,2,1,31.6
1.72,2.49,337,79.7,8,1,0,3,1,62.97
3.26,6.87,235,63.22,2,1,0,1,1,44.21
9.7,8.92,259,43.31,11,0,1,3,0,20.08
10.44,6.37,263,27.64,10,1,0,2,3,68.34
5.13,3.58,52,66.78,7,3,2,4,0,53.19
13.38,4.24,277,46.38,14,3,0,4,1,49.51
5.84,1.48,318,8.92,13,1,2,0,4,54.67
4.02,7.08,309,71.41,12,3,1,3,2,59.99
9.51,2.29,44,24.22,5,2,0,0,4,33.12
8.27,8.72,156,25.26,1,4,0,3,2,8.72
7.23,0.19,58,24.59,2,0,2,0,3,58.44
9.56,6.91,141,70.81,2,4,1,4,3,55.03
6.67,8.99,195,97.67,5,1,1,1,0,52.96
11.87,7.97,75,30.9,4,0,1,1,3,57.81
7.49,9.59,158,39.36,4,0,0,3,1,9.11
0.82,4.4,186,28.95,5,2,0,0,1,58.74
1.19,0.55,156,58.2,13,1,1,3,4,11.88
5.75,5.05,134,76.72,10,4,0,1,4,12.75
4.67,0.76,38,64.7,5,0,2,4,0,56.61
11.48,1.6,183,74.32,4,1,1,2,1,46.24
12.04,7.21,179,84.73,3,3,0,3,0,65.93
4.34,2.89,166,1.82,6,3,2,2,3,40.18
12.69,1.18,74,5.76,10,3,2,0,4,28.07
10.34,6.84,205,2.23,3,4,2,1,3,3.06
9.89,1.07,216,31.49,1,0,1,3,1,22.25
6.7,2.06,219,27.71,6,0,0,1,3,67.51
7.82,3.61,214,28.9,13,4,1,2,2,16.86
4.74,3.47,225,4.43,10,3,0,2,2,10.1
10.79,8.09,144,49.73,4,0,1,0,1,66.65
10.37,0.97,20,75.42,9,3,2,4,0,63.48
3.81,5.62,36,71.96,13,0,2,2,2,42.03
4.78,7.85,62,26.97,5,4,1,2,3,47.58
5.46,0.37,133,44.28,7,0,1,1,2,29.13
0.79,3.23,264,36.44,5,2,2,2,1,16.36
5.21,0.16,67,12.51,3,1,1,1,1,41.96
5.03,0.86,262,55.87,10,2,1,2,3,14.99
6.08,6.6,111,61.06,7,2,0,1,3,0.02
5.21,2.72,151,85.88,2,4,0,2,3,64.94
3.45,9.75,272,90.11,3,3,2,2,0,8.85
10.81,2.06,281,81.94,6,1,0,3,4,5.22
0.71,6.17,199,27.07,4,2,1,1,0,39.45
1.03,6.45,261,68.35,13,3,0,3,3,20.78
7.93,5.12,231,23.38,13,4,1,3,0,44.81
13.35,8.04,39,90.39,12,1,2,3,3,13.51
7.76,3.54,80,41.24,10,0,2,1,2,48.5
2.01,2.34,269,82.64,11,0,1,3,0,10.55
11.38,8.13,104,52.2,5,3,0,4,0,15.19
10.13,3.65,42,71.39,3,4,1,1,3,46.28
2.07,1.23,293,75.27,1,1,1,2,2,39.51
6.1,6.89,162,85.58,10,0,1,3,1,53.17
2.57,9.48,191,92.11,4,0,1,3,4,14.97
5.37,9.15,139,11.98,8,4,1,3,1,5.77
2.67,5.74,230,85.07,4,1,0,2,2,47.93
3.98,2.14,189,92.15,3,3,0,3,4,61.81
8.81,4.24,269,5.88,0,0,2,1,0,55.73
13.18,1.18,241,73.83,7,2,2,2,0,6.11
8.42,4.81,343,77.41,4,3,1,1,3,19.8
9.23,5.95,237,77.61,6,4,2,4,2,28.97
8.17,6.7,246,42.61,7,3,0,4,0,52.63
2.26,2.05,322,35.77,5,4,2,0,0,26.58
11.16,9.74,317,68.86,6,3,1,4,1,31.85
10.94,1.12,209,82.77,14,0,0,1,2,48.93
5.92,1.21,192,44.86,10,0,0,4,3,19.61
12.78,4.11,98,58.35,8,2,0,1,1,19.16
10.41,9.86,253,17.13,2,0,1,2,2,48.33
0.63,9.97,128,72.16,3,0,0,0,1,29.0
6.97,0.21,151,4.17,11,3,2,2,3,27.25
12.44,7.5,49,93.43,6,4,0,2,0,69.06
11.37,4.45,86,94.0,0,1,0,0,2,15.37
6.38,7.61,175,26.3,12,1,2,3,4,30.07
10.43,6.55,92,5.78,2,4,1,2,0,32.86
9.18,4.68,47,52.85,13,2,1,2,3,47.36
13.13,1.93,239,50.56,4,0,0,4,0,24.87
8.05,8.29,113,97.4,1,4,2,1,4,8.15
3.98,6.61,36,22.6,5,4,1,3,0,0.59
8.84,6.45,270,75.72,3,1,1,4,0,48.23
3.61,4.72,155,3.98,14,3,2,2,0,20.6
2.81,3.06,54,39.08,5,2,2,4,0,46.54
7.0,1.5,218,65.82,12,2,1,3,4,33.76
11.25,8.37,102,83.89,4,4,2,4,4,54.82
1.14,5.77,163,70.44,4,0,1,2,0,64.13
3.64,0.59,32,83.81,6,4,2,3,0,52.09
4.37,9.44,317,99.57,6,1,0,4,2,44.89
2.92,9.16,139,55.42,8,1,0,4,2,69.02
11.29,5.86,179,59.57,2,0,0,2,3,22.18
2.43,5.86,307,12.73,4,1,1,0,2,17.88
5.14,9.1,40,76.47,3,3,1,0,4,10.18
9.84,5.44,340,25.69,3,2,0,0,3,18.38
10.46,6.55,149,96.82,11,1,0,2,0,11.41
1.22,9.52,196,77.56,4,2,1,1,3,67.5
5.94,9.6,294,56.51,7,3,2,3,2,40.35
5.82,9.97,257,53.67,9,0,0,1,4,58.56
11.88,4.88,93,62.61,11,3,1,1,3,33.73
10.47,7.98,222,84.45,6,1,2,4,0,1.07
9.22,8.35,110,50.5,5,0,2,4,1,20.15
12.67,0.88,171,16.56,8,3,0,1,1,57.06
0.51,2.66,37,40.69,1,1,2,2,0,58.54
1.14,6.6,153,79.97,13,1,2,4,0,0.76
11.77,7.91,335,48.05,0,2,2,3,1,9.14
1.56,6.99,208,18.25,6,1,2,2,2,36.42
4.83,4.34,118,14.71,6,1,0,2,1,43.24
7.97,2.13,13,57.88,14,2,0,4,0,34.71
3.38,9.73,224,74.82,13,3,1,4,4,50.41
4.47,9.7,309,64.03,8,3,2,3,4,10.41
6.91,1.36,141,3.34,8,2,1,1,4,59.83
2.24,3.14,91,13.57,0,4,1,0,2,62.04
4.35,0.7,183,40.61,11,0,0,2,0,55.39
11.84,5.24,107,72.13,2,2,1,0,1,19.31
1.11,7.95,316,90.79,10,2,2,4,3,22.78
1.59,0.12,245,12.66,8,1,2,3,4,30.93
11.92,0.75,241,92.63,9,0,1,4,1,65.22
2.55,3.61,270,74.23,2,0,0,4,3,52.04
7.48,8.09,328,28.02,1,4,0,0,2,26.54
5.61,2.42,16,51.01,13,2,0,1,1,64.09
2.52,5.98,212,72.91,12,1,0,2,3,50.84
8.67,4.33,45,18.12,10,0,1,3,1,20.5
5.24,1.59,53,76.45,9,4,0,4,4,43.74
5.32,5.3,85,86.38,10,4,2,3,1,10.32
9.52,2.76,336,11.55,13,0,1,1,2,48.13
2.84,3.57,23,74.41,6,3,1,0,4,30.9
6.99,1.87,143,33.16,11,3,2,4,4,61.15
10.66,6.26,262,49.44,9,0,2,4,0,47.33
9.39,2.46,318,50.33,10,2,0,4,1,6.36
3.04,8.99,106,55.67,8,3,0,1,0,41.83
0.93,4.3,249,27.68,2,2,2,0,2,11.45
9.03,8.51,136,70.06,3,1,0,0,4,53.39
5.86,8.69,139,18.14,2,2,1,0,4,28.83
8.34,4.61,117,81.73,0,2,2,4,2,5.53
6.83,9.97,327,25.42,6,2,1,0,0,59.58
6.25,4.06,318,43.4,0,0,2,4,1,69.83
10.16,4.83,128,85.6,12,2,0,1,0,3.29
4.82,2.19,311,55.33,9,4,1,1,2,49.66
1.57,4.47,84,76.12,10,1,0,3,4,59.21
2.08,3.64,317,37.12,7,4,1,1,3,57.06
9.38,7.34,252,68.79,2,4,0,0,4,49.3
8.64,6.83,140,26.96,8,2,1,2,3,39.39
2.7,0.99,232,60.63,11,2,2,0,4,33.41
6.92,6.92,41,62.88,14,4,2,4,3,44.73
10.34,9.84,137,34.48,0,1,0,0,1,14.97
2.69,0.5,158,46.9,5,3,0,3,3,65.57
8.95,7.82,249,49.65,2,2,1,4,0,65.75
4.08,1.26,162,72.71,8,3,0,4,4,48.61
11.23,8.57,298,46.17,1,2,1,2,1,6.36
4.11,6.48,268,7.14,2,4,1,3,3,45.27
12.66,7.48,191,75.63,0,0,0,0,2,36.09
7.02,9.21,191,57.45,9,3,2,3,1,20.82
10.64,5.24,330,85.76,5,4,1,4,2,16.32
13.35,0.22,274,99.77,3,2,1,0,1,5.79
6.44,0.07,276,53.66,1,4,0,2,3,55.4
8.84,8.19,83,0.99,11,0,1,4,1,6.83
11.95,7.17,122,28.08,6,1,2,4,4,5.2
1.3,1.04,46,36.31,3,3,2,0,4,42.3
9.46,1.68,73,93.05,8,2,0,2,2,54.97
12.45,3.56,8,97.71,0,1,1,0,0,31.23
4.6,5.51,291,9.67,2,3,1,4,4,36.96
3.87,0.7,29,70.7,11,0,1,2,4,46.78
2.89,1.45,247,58.04,0,2,2,4,4,20.73
11.17,0.55,226,94.82,8,3,2,1,2,9.69
10.31,5.35,89,39.13,7,4,2,1,3,36.58
4.71,7.27,309,37.23,0,0,2,4,2,57.4
6.44,2.05,205,59.63,8,1,0,1,1,8.16
8.88,8.29,79,35.38,10,4,1,1,3,36.03
11.64,1.44,51,1.74,7,2,1,2,1,29.76
8.45,4.45,312,62.1,6,4,0,2,1,8.97
1.85,6.73,130,35.76,13,0,1,4,4,37.32
4.69,6.45,21,91.54,7,2,1,3,2,52.93
13.2,0.33,348,46.54,1,3,1,3,0,38.5
10.85,2.18,326,49.14,3,4,1,4,0,44.35
9.77,7.87,33,70.64,4,0,0,4,2,0.05
12.67,4.03,162,15.19,10,1,0,0,4,55.73
3.98,8.61,59,38.93,14,3,2,1,3,2.69
10.25,7.01,321,64.35,12,0,1,3,1,31.11
2.4,0.08,159,41.91,11,1,0,0,3,7.17
1.84,5.44,314,3.34,3,4,2,2,3,65.39
7.2,9.41,194,40.75,8,0,1,2,0,0.66
5.19,4.15,313,88.46,1,3,1,4,3,49.63
10.03,5.55,37,28.27,2,4,2,0,0,47.99
9.89,4.79,325,91.95,7,4,1,1,1,67.21
2.37,5.01,309,33.86,6,4,0,4,3,33.04
12.31,5.65,234,25.04,5,2,0,2,0,9.38
1.97,9.05,175,65.89,8,0,2,4,4,0.1
7.98,0.97,36,34.05,9,4,2,3,0,26.13
8.54,8.99,290,26.74,10,2,2,1,2,16.15
12.2,5.63,241,57.94,6,0,0,3,1,0.49
13.13,7.64,109,12.23,6,2,2,4,4,14.02
6.07,3.15,61,39.71,13,0,2,2,4,46.79
2.09,3.87,286,17.86,13,2,1,1,1,52.72
5.4,9.73,120,62.87,6,4,1,1,4,12.49
0.52,2.04,55,57.0,14,0,2,0,4,12.78
8.74,7.83,341,44.86,0,3,1,0,3,68.23
10.73,2.6,206,26.71,11,0,2,0,0,41.49
9.0,7.64,178,46.22,11,3,1,0,1,19.85
7.32,3.33,235,35.38,8,3,2,1,2,64.75
8.05,9.7,271,34.21,1,1,1,4,4,61.01
11.01,8.15,47,78.5,9,2,1,0,0,2.6
2.51,3.21,191,92.13,3,3,0,3,4,17.9
1.84,9.32,94,68.45,6,2,0,4,2,45.63
7.22,9.48,18,9.04,11,3,1,0,3,61.16
7.89,1.53,64,28.92,13,3,0,0,1,30.78
5.27,6.79,164,92.84,4,3,2,0,1,41.61
2.69,2.56,167,85.52,6,3,1,1,1,36.76
9.84,4.06,126,9.82,9,0,1,3,4,62.25
4.73,6.58,238,21.04,5,3,1,3,3,9.55
3.76,3.77,64,50.88,2,0,1,4,3,13.84
6.02,1.97,280,83.89,10,3,0,2,1,28.53
11.45,9.64,18,60.84,12,1,1,4,0,54.86
9.7,6.03,137,75.16,3,0,1,2,0,52.23
1.33,2.2,296,38.83,3,1,1,2,3,27.69
0.99,8.15,314,26.14,0,4,2,3,0,14.0
7.67,1.87,310,47.78,3,2,2,2,4,28.06
2.3,8.71,114,59.97,2,3,1,2,1,31.64
6.43,9.51,54,3.41,10,0,1,1,4,32.57
6.15,8.13,216,22.07,13,4,2,1,2,42.21
8.26,2.12,332,53.95,6,2,1,2,1,42.3
5.66,6.56,289,81.16,7,1,2,2,1,11.24
11.17,5.92,238,87.71,10,0,2,1,4,66.46
1.83,0.54,169,32.91,10,4,0,1,3,41.55
4.29,5.26,154,85.52,1,1,0,3,4,50.54
10.8,9.11,318,5.95,2,2,2,3,2,0.94
4.01,7.26,28,74.28,3,4,1,3,0,28.41
7.55,1.12,151,6.33,13,4,2,4,1,38.44
11.21,9.01,171,31.11,8,0,0,3,0,39.87
9.84,6.11,244,96.23,12,4,0,4,1,31.56
11.68,2.33,12,17.19,0,3,2,1,1,17.46
11.94,5.9,294,63.88,10,4,1,0,3,66.19
4.06,8.93,96,63.97,6,2,1,0,2,53.09
9.09,2.39,342,12.34,3,4,1,2,0,1.75
3.04,0.28,259,72.49,1,2,0,4,0,53.11
11.94,5.79,317,78.28,9,2,0,2,1,33.37
7.81,9.44,192,50.47,7,2,0,2,0,30.5
12.26,6.85,297,85.7,2,2,2,2,1,49.49
5.39,4.65,42,60.59,8,2,0,3,2,44.05
5.53,2.2,5,1.18,3,2,1,3,1,13.21
2.18,3.72,126,68.62,4,1,0,4,2,67.25
5.28,7.18,64,1.17,9,1,1,2,0,69.22
5.59,8.88,282,49.19,5,1,2,1,0,8.23
0.74,3.01,102,21.1,6,0,1,0,0,49.9
5.24,4.97,16,94.12,1,2,0,2,3,10.85
10.61,9.39,75,18.48,11,3,2,1,3,16.31
5.53,2.3,126,36.12,12,3,2,4,2,56.52
6.33,0.78,179,90.09,14,2,0,4,2,31.06
2.86,5.91,145,67.44,7,3,2,2,1,32.81
5.98,2.56,91,24.62,6,0,0,3,0,50.81
9.98,4.22,264,38.71,4,4,2,0,2,15.26
1.83,4.7,160,4.79,5,2,1,1,2,11.44
1.11,0.74,57,23.12,3,2,1,1,4,53.33
8.37,0.13,105,92.69,7,0,0,4,4,13.83
10.92,1.93,239,67.08,9,4,0,0,3,32.03
9.33,3.84,117,81.64,1,2,0,1,2,53.92
6.81,4.08,188,97.26,14,4,1,3,3,32.56
9.71,3.2,128,71.46,3,1,1,0,4,48.01
10.51,2.17,234,32.53,14,3,0,3,2,60.29
1.05,4.46,239,96.57,13,1,1,2,4,60.23
9.52,9.94,197,10.45,10,3,0,1,0,60.17
6.65,8.61,28,63.18,6,3,0,3,3,40.5
10.44,1.3,119,35.49,12,3,1,0,3,3.7
0.9,9.32,31,72.7,11,2,2,2,1,40.18
3.93,9.94,263,22.09,3,4,2,2,1,54.38
5.71,2.86,285,28.75,1,2,1,2,4,37.17
10.22,7.29,165,61.44,0,4,0,3,3,31.94
11.96,3.86,245,55.33,2,2,2,0,0,18.5
12.55,7.43,280,29.83,6,0,1,2,3,11.92
13.37,1.46,324,62.14,0,2,1,0,2,61.32
6.91,5.63,178,60.97,10,2,0,1,2,37.63
7.12,2.98,315,49.18,3,1,2,4,2,41.86
7.52,0.59,62,9.66,0,2,0,0,3,9.32
1.51,0.56,82,5.69,12,3,1,2,0,60.74
5.03,7.26,248,47.68,5,4,0,1,2,5.44
12.3,1.93,206,78.81,2,4,0,1,3,49.63
5.59,2.68,293,64.19,9,3,2,1,2,4.18
7.2,6.07,319,21.1,0,3,0,4,3,32.65
0.62,0.52,131,97.01,14,1,0,2,1,58.6
4.14,5.49,331,60.07,4,0,2,3,3,22.04
9.04,1.62,164,82.44,8,0,0,4,1,39.23
3.33,1.64,83,53.29,13,0,0,3,0,35.38
13.02,9.2,59,19.09,0,2,1,4,1,60.71
7.0,5.73,300,85.93,9,2,2,3,1,34.82
11.31,1.53,317,49.74,5,1,0,2,3,14.05
6.74,7.27,240,55.55,0,2,1,3,1,50.09
1.73,2.0,19,77.27,5,4,0,4,4,11.79
6.52,3.25,337,33.3,7,2,0,4,3,35.9
10.81,9.02,331,69.23,6,2,1,4,2,29.7
13.34,5.83,232,72.31,6,4,0,1,0,39.29
1.5,0.09,67,80.08,0,0,2,0,4,48.02
10.69,5.13,160,61.22,9,1,1,1,1,52.49
7.63,2.3,219,17.38,12,4,1,3,4,66.76
12.84,3.61,339,3.77,13,4,1,0,4,19.46
8.95,1.27,288,67.46,13,1,2,2,4,48.65
5.63,0.59,124,74.27,2,3,1,0,4,16.21
5.81,9.05,37,42.01,2,2,0,1,0,3.87
10.83,7.29,175,68.73,8,4,1,0,0,24.1
11.27,9.62,37,48.48,2,2,1,1,4,60.7
4.35,4.32,224,12.8,4,1,0,2,2,58.68
12.65,8.23,268,54.34,1,1,1,0,0,38.25
11.0,7.82,114,89.87,0,2,0,2,2,27.07
3.78,4.06,62,51.0,3,2,2,3,2,67.57
12.88,4.58,252,4.45,12,2,0,4,1,16.54
3.08,0.92,213,43.92,0,2,2,3,2,26.6
11.24,0.16,284,83.76,7,4,2,1,3,12.16
12.67,1.9,69,15.63,1,2,2,3,2,50.47
2.97,7.5,134,78.53,3,4,1,4,4,52.89
9.85,6.65,113,84.93,6,1,2,3,4,36.45
9.21,9.49,189,37.79,2,1,0,2,2,20.99
5.62,2.51,70,21.1,7,1,2,3,2,25.5
11.87,5.75,332,35.42,11,0,1,3,1,67.54
9.37,6.03,334,11.16,0,4,2,0,0,37.25
4.63,8.09,343,94.71,13,4,1,3,0,42.67
2.66,0.61,21,17.57,2,2,2,0,2,17.34
5.03,3.3,349,22.7,3,1,1,0,2,42.39
8.92,3.0,112,5.47,4,0,0,2,4,6.92
12.2,3.01,260,1.79,2,3,2,4,4,27.63
2.07,1.4,185,38.5,9,0,2,2,2,61.76
9.84,0.53,251,77.28,14,1,0,4,4,36.81
9.58,8.13,137,66.62,10,4,1,0,3,53.68
0.71,0.31,18,96.98,7,1,2,1,0,35.48
4.06,9.96,119,44.83,12,4,2,1,3,32.28
6.66,8.93,43,33.31,12,0,2,3,4,58.05
0.9,6.12,225,19.26,14,1,0,2,4,3.95
9.67,9.84,257,8.47,6,1,0,2,3,67.42
6.65,7.38,259,81.53,4,3,0,1,3,10.32
9.97,7.5,208,60.86,7,0,0,0,1,5.42
2.65,2.57,132,41.53,12,2,2,1,4,41.26
2.96,8.64,113,7.37,2,3,1,4,2,22.61
10.67,5.57,324,39.57,5,0,2,0,0,32.96
10.14,2.29,232,88.05,12,3,0,1,2,42.17
1.46,3.41,263,74.25,8,1,2,2,3,52.49
9.59,8.76,200,36.42,7,4,2,0,2,34.03
6.23,9.17,39,26.28,0,0,0,0,3,39.54
9.54,0.59,328,23.12,0,3,0,2,1,30.14
6.59,8.47,51,24.87,8,2,2,1,4,23.11
8.45,1.33,178,87.48,10,4,0,2,1,53.19
3.02,3.69,17,54.06,10,2,0,1,3,43.96
5.78,4.32,225,93.63,1,3,2,0,4,40.9
8.51,5.86,221,46.7,12,0,2,2,0,37.37
12.65,9.2,330,3.67,12,1,2,1,4,43.97
11.68,0.47,274,98.12,0,0,2,2,1,47.91
10.89,6.07,159,62.13,9,4,0,0,2,49.57
8.2,8.14,336,80.68,10,0,0,3,2,20.38
10.34,6.04,15,67.08,7,4,2,1,1,13.04
1.91,2.66,317,80.05,5,3,1,2,3,4.95
3.61,0.72,273,63.34,1,2,2,1,0,7.34
11.02,6.87,225,54.58,2,3,2,4,0,60.8
10.84,9.51,191,43.55,6,4,2,4,3,34.59
9.19,8.02,22,0.39,3,4,1,2,3,57.22
8.98,0.37,288,44.9,13,2,2,4,4,62.98
8.07,3.62,309,7.95,0,0,2,1,3,52.87
3.35,2.42,132,41.16,11,3,1,1,4,46.8
13.22,7.22,9,13.83,8,2,2,3,1,60.62
5.28,3.34,22,1.05,6,4,0,0,0,69.08
10.09,8.71,230,76.06,1,2,2,3,3,45.74
6.22,6.36,331,60.47,2,2,2,2,0,40.51
3.76,5.4,22,42.93,14,1,0,0,0,69.5
3.92,4.48,320,91.94,10,4,1,3,3,47.86
9.33,8.25,55,59.04,12,2,0,1,2,60.79
8.64,3.82,120,14.98,7,3,1,1,4,58.85
11.74,3.48,107,90.21,9,3,2,0,1,38.67
7.01,0.49,84,48.87,10,0,0,4,1,42.13
2.61,2.18,191,91.59,7,0,0,4,4,21.76
10.5,6.78,138,92.64,1,4,0,0,1,35.74
1.2,5.49,73,45.61,12,2,2,3,4,14.31
7.84,0.28,219,95.28,0,2,2,1,0,31.65
1.97,6.75,262,87.83,12,0,2,1,0,68.96
3.49,4.61,328,33.08,4,0,1,0,0,10.45
7.01,7.54,244,39.99,10,0,1,4,2,18.9
8.04,1.23,49,60.42,4,0,2,1,2,7.23
12.66,9.33,314,84.75,12,0,1,2,2,12.96
3.22,1.81,266,37.38,7,0,1,0,1,30.65
9.53,6.84,92,4.16,13,2,2,3,4,12.88
1.28,8.16,58,40.53,6,0,2,2,1,61.97
10.79,4.65,303,72.11,0,0,0,2,1,7.38
6.38,0.06,195,13.6,3,4,1,1,0,27.81
9.71,7.43,253,79.91,3,4,1,3,2,38.87
5.29,9.85,335,73.16,7,1,0,1,1,66.17
10.38,8.82,200,50.6,12,0,0,4,3,61.94
6.45,5.18,263,73.82,2,1,2,4,2,55.13
12.89,1.78,220,71.13,10,2,0,3,2,60.78
9.69,7.18,317,0.76,6,2,0,0,4,51.95
4.1,1.78,199,91.7,4,0,1,3,0,8.16
11.1,5.32,234,2.14,1,0,1,2,4,50.63
7.58,2.7,83,92.76,4,1,2,4,4,56.2
11.44,7.79,98,18.06,14,0,0,4,1,51.06
11.92,1.13,8,9.0,4,4,2,0,4,39.36
1.1,7.93,128,52.41,3,3,2,1,2,10.93
3.56,0.62,210,45.63,8,4,1,2,1,21.82
2.59,1.6,321,16.79,14,4,0,0,0,66.36
12.71,4.18,188,16.27,7,0,0,2,0,56.61
3.07,5.92,273,78.36,14,0,0,3,0,52.11
8.52,0.35,291,85.26,9,4,0,0,2,1.62
2.31,8.7,177,41.08,3,0,2,2,0,3.32
8.38,2.81,229,64.22,10,3,0,4,2,8.12
4.89,4.35,26,19.58,2,4,2,2,4,6.72
7.85,1.75,74,60.52,7,4,2,2,2,26.94
8.79,2.91,316,85.22,2,3,1,3,2,21.62
0.88,1.94,164,63.68,3,4,1,2,1,18.34
8.44,4.77,210,11.09,13,2,2,3,1,51.54
11.29,7.27,239,86.65,5,4,0,1,0,56.53
6.87,0.92,218,59.16,12,2,0,0,3,43.06
2.03,6.1,294,30.99,1,3,0,2,1,60.85
1.78,4.15,232,96.47,8,1,2,2,3,50.87
1.19,4.66,163,97.01,2,2,2,2,2,25.31
12.76,8.96,348,99.83,0,3,1,0,0,64.3
10.78,1.84,298,87.4,14,3,1,4,0,16.11
7.07,4.33,75,73.8,14,1,1,4,0,58.18
